Packed Pixel Data (Hex) - Intel Style - 4:2:0, 16-bit
Block (124,2): Cb=8 Cr=6 Y0=7f Y1=7f Y2=7e Y3=7f
Block (126,2): Cb=8 Cr=6 Y0=80 Y1=80 Y2=7f Y3=80
Block (128,2): Cb=8 Cr=6 Y0=82 Y1=81 Y2=81 Y3=82
Block (130,2): Cb=8 Cr=6 Y0=87 Y1=87 Y2=88 Y3=86
Block (132,2): Cb=8 Cr=6 Y0=88 Y1=8a Y2=87 Y3=89
Block (134,2): Cb=8 Cr=6 Y0=8b Y1=8e Y2=8a Y3=8c
Block (136,2): Cb=8 Cr=6 Y0=8e Y1=90 Y2=8e Y3=90
Block (138,2): Cb=8 Cr=6 Y0=93 Y1=94 Y2=91 Y3=92
Block (140,2): Cb=8 Cr=6 Y0=95 Y1=98 Y2=94 Y3=95
Block (142,2): Cb=8 Cr=6 Y0=9c Y1=9f Y2=99 Y3=9c
Block (144,2): Cb=8 Cr=6 Y0=a3 Y1=a5 Y2=a0 Y3=a4
Block (146,2): Cb=8 Cr=6 Y0=a5 Y1=a5 Y2=a4 Y3=a5
Block (148,2): Cb=8 Cr=6 Y0=a5 Y1=a5 Y2=a5 Y3=a5
Block (150,2): Cb=8 Cr=6 Y0=a5 Y1=a5 Y2=a6 Y3=a6
Block (152,2): Cb=7 Cr=6 Y0=a6 Y1=a4 Y2=a5 Y3=a4
Block (154,2): Cb=7 Cr=7 Y0=a8 Y1=a5 Y2=a7 Y3=a4
Block (156,2): Cb=7 Cr=7 Y0=a4 Y1=a3 Y2=a3 Y3=a3
Block (158,2): Cb=7 Cr=7 Y0=a0 Y1=9b Y2=a0 Y3=9b
Block (160,2): Cb=7 Cr=7 Y0=9a Y1=97 Y2=99 Y3=97
Block (162,2): Cb=7 Cr=7 Y0=94 Y1=91 Y2=95 Y3=90
Block (164,2): Cb=7 Cr=7 Y0=8e Y1=8b Y2=8c Y3=8a
Block (166,2): Cb=7 Cr=7 Y0=86 Y1=84 Y2=86 Y3=84
Block (168,2): Cb=7 Cr=7 Y0=82 Y1=7d Y2=82 Y3=7d
Block (170,2): Cb=6 Cr=8 Y0=7b Y1=7c Y2=7b Y3=7b
Block (172,2): Cb=6 Cr=8 Y0=7c Y1=80 Y2=7b Y3=7e
Block (174,2): Cb=5 Cr=8 Y0=83 Y1=89 Y2=82 Y3=8a
Block (176,2): Cb=6 Cr=8 Y0=94 Y1=a1 Y2=96 Y3=a6
Block (178,2): Cb=6 Cr=8 Y0=ac Y1=b4 Y2=b0 Y3=b7
